N,Time,xpos,ypos,orientation
1,1,13.328982816094658,-30.556843438794246,0.055857788761179555
2,1,17.13808818240703,-7.012194492338885,0.9368174094394771
3,1,31.57483466339469,-26.944950023162228,0.32035248784766507
4,1,-33.85219901373059,38.4858790815833,1.8338173537362945
5,1,-2.6144823917456796,-26.414231375353488,-1.7485850218655485
6,1,-15.519589509399323,-15.505331229244423,-1.2927547171440996
7,1,-11.063177018307503,33.70548340543207,-0.20286250659040206
8,1,4.486220145896176,43.37607462533197,-2.3684220850547133
9,1,-34.23204779734661,16.093880943834375,-3.0622301312232025
10,1,37.10937130468343,31.636269799847085,1.1746682349292434
11,1,47.28529866250567,-49.29396747292025,-2.4561874751545143
12,1,-7.104225734142378,4.836753050708009,-0.9665710139756092
13,1,15.546140870101754,-45.7387879303316,-1.3514450809757708
14,1,-14.880379668173681,-42.34416529892844,-1.2355844493779988
15,1,16.058935059211056,-22.521440015325734,1.7330978697970354
16,1,-17.535821680054276,48.91281578687515,-0.639921483265165
17,1,-30.496125832827936,9.780774750024557,-2.6977363001064405
18,1,35.934683788864476,1.1102019875120828,-2.072248652682136
19,1,7.9669393612248,-48.01145570009119,-2.3526779734546777
20,1,0.28606799371020397,32.77814627081509,0.7504672294002525
21,1,-23.944287651742197,-20.305038919163977,-2.6462334211612792
22,1,-9.538259258839764,26.369576225787576,0.2198377934839747
23,1,31.33759769005886,42.80821962270527,-1.7848536883841621
24,1,44.35619204174479,-18.715903970527194,2.611766207585193
25,1,28.42975900264623,43.558208401280204,2.5977115486698596
26,1,-27.956255106534837,28.76122279140081,2.643669547215292
27,1,45.181011450558394,-5.3815131652265595,1.6749715487608958
28,1,24.0831790853389,46.7264139890872,-0.4758829997905792
29,1,-24.093182579400352,-39.00328922944093,1.873761024764227
30,1,28.628676829348965,-41.09595398100087,1.7976893224188892
31,1,5.993813993113961,-50.27525456079332,-1.0132506694967964
32,1,20.26688409587876,-46.07991234811012,2.138553823502673
33,1,-25.271158963886325,-31.066024443587914,0.6901808551523325
34,1,33.42182751023635,-22.971665827385124,1.467428088346971
35,1,8.632134822663085,18.34241819170107,1.29862911740375
36,1,42.850978421792156,39.19670381865168,1.0386271606419382
37,1,16.83968385119564,14.03055397462406,2.3846369211023712
38,1,-24.55101603482469,44.877199454215166,0.629999153774335
39,1,-14.957459150063935,-18.75047173317086,2.768109769952789
40,1,44.083916063385786,-0.45305042949576046,-2.2305268778473653
41,1,-13.38173528818034,15.1842097465118,3.1152185702843327
42,1,-11.45654123627281,42.226187333345244,-0.9450743814289804
43,1,12.600062779828136,22.398230482758798,2.643227592987038
44,1,12.887836474666603,-44.341853164062975,-0.14436038002770066
45,1,-12.266026767483373,-49.9542175912074,1.433090779021567
46,1,-18.2426357961234,34.6909776916142,-2.497390481966912
47,1,-25.40547114442873,-34.06601931660975,-1.6748003372145246
48,1,-32.289565099106795,13.807743702571162,-0.218689420696063
49,1,18.43657464907502,-48.78902816777122,1.9263061041343217
50,1,-11.433397198875706,24.04009963474044,1.0524256032783699
51,1,32.01230509618884,-35.739345334508435,-1.710806942317993
52,1,-20.18681702242988,-13.845552377815162,0.6235002752871309
53,1,-41.476643501990544,12.784073585333491,1.2915514859161792
54,1,0.026369598189102117,-18.836620220564704,0.906476314052599
55,1,-24.75829629679832,-6.09093823689938,-1.3363203051798005
56,1,-3.5723065918173313,-41.257665255161314,1.062576923629252
57,1,48.839193119137626,1.1999011659018732,-1.3898653934654057
