N,Time,xpos,ypos,orientation
1,1,-40.280079128854496,12.38424378034031,-2.2203362645596245
2,1,21.30800938749427,-26.474312195519136,0.22006096594386018
3,1,10.370612064097063,-41.44723217672583,2.495374531940247
4,1,38.504053150399315,-29.541165141477205,2.7731773744863433
5,1,-6.164386402301036,46.1751829795581,1.3808231121505914
6,1,34.64197775265898,23.280823892445824,0.4545446722447225
7,1,-8.90222040018579,4.502278091240541,-2.1528648857342194
8,1,-7.535917881925047,7.4274285533404205,0.7825448761930043
9,1,-27.897107701664314,12.69383146318498,2.9648666038038662
10,1,38.35939914235223,-26.541651144517623,-0.4730953849895074
11,1,-43.84115336152472,-40.83547875598151,2.3893685505212297
12,1,-11.222401706581786,25.983240126532927,2.20639321343292
13,1,-13.603620682427731,-17.240146521053155,2.8291147340068052
14,1,4.893892754618367,26.455767621130445,2.71480005323824
15,1,-18.751613631593646,-15.907985079548792,-2.471292045086039
16,1,-4.993732768764502,-46.60865511393466,0.7027423570917888
17,1,7.389978513194984,-29.225712808357574,2.5891251320781206
18,1,-16.10865847333769,27.4675078795365,-0.5996552555296827
19,1,-5.694669425371646,-33.83443958448055,1.1828710673691947
20,1,-1.2235134582382505,-5.857309990613816,-1.5053579149738747
21,1,-18.89907809592497,-31.177163266273865,-0.22425552638520357
22,1,30.100087404449937,-6.86939346654637,1.3559824422402145
23,1,25.392065205426874,1.6432798728057918,0.10940496499842224
24,1,28.2901913461442,-47.98978325616942,-1.999768145578851
25,1,-0.7561066557539322,-22.61829519361194,0.7494755617288025
26,1,-38.06538847411278,28.721889211519137,1.4357731191576193
27,1,-21.10328065462017,-36.87656204488131,1.2279108457266232
28,1,1.0564733071762533,42.49063201550013,-2.6390445315001694
29,1,-45.14251418415321,-32.20022571827433,1.4513272423328731
30,1,6.934222137084278,14.632399519477035,0.8859782817449143
31,1,33.22735566891871,49.10889934001245,0.3079798536355052
32,1,-29.893628338597654,-31.072872119723705,-1.6906613444406644
33,1,17.840833570786053,19.553498458541064,2.7643882535904334
34,1,-47.23423919804226,-39.38613745965215,-1.1994001551485884
35,1,-44.84652883091789,-9.90509668840064,1.3409117241762254
36,1,2.2465633165750787,-33.878909137281624,1.1662173245650758
37,1,15.383608525240454,6.2088352382641325,1.134727426194534
38,1,1.5761728590449047,-4.771139872806536,0.3088736774169517
39,1,-28.72601090327166,28.901554037954334,-1.9231213478943092
40,1,-15.901359640212288,34.44644448035419,2.009223330289152
41,1,-44.29926403649001,43.71305717642954,0.7809419354462763
42,1,10.360122936683469,-11.85252200798117,1.4669471703149985
43,1,36.660972306117436,21.057837164391245,-1.9372198994073313
44,1,-17.637051898605826,20.23188215691659,0.7013383695373715
45,1,42.053476617698415,8.824058171448124,0.3694400791154441
46,1,-47.64657308723743,-11.551171465737974,1.13867373259113
47,1,-47.35949305103866,12.70378438323897,-1.1201299859003346
48,1,14.550552546715224,-40.54953177820845,0.8099277879290742
49,1,-28.3998232758043,2.8547903228472338,2.750767348931549
50,1,-14.915648783190171,-29.958308063028905,-1.2728367930018298
51,1,-30.31332285033981,49.45108303210062,0.45371356746182445
52,1,-27.296344273445804,-19.063450160431973,-2.07094520762164
53,1,11.832350618417763,4.7415276182762645,-0.5355857263338317
54,1,34.31888051943513,-6.986830212967677,-1.875235185597025
55,1,-16.4913892937258,7.475980452701714,0.8374520175539646
56,1,17.743762316861456,4.181837484674555,0.4809572233420939
57,1,35.19854842710906,8.496362882132098,0.39927121822086675
58,1,5.414530619010883,1.2559335478246059,3.065695538468519
59,1,-35.56991078069983,-25.712757132399744,-1.9259977050818466
60,1,-21.670504583271843,27.02979750918042,-0.3056160511898352
61,1,-36.59543509960421,-46.14388083362393,-0.6949322117646585
62,1,-0.32700733373421703,-25.59048004180734,2.0698327971159602
63,1,-19.638649442396083,6.670794101827193,0.17227357888511297
64,1,-17.332973015211607,41.819047798971496,2.3852422728139024
65,1,-22.058720905630302,46.703845949143876,1.210183480472889
66,1,-36.535086605762665,-30.54471889902779,0.5849064539500709
67,1,4.446121278202753,20.799342533592835,-2.522731087004958
68,1,-2.5585508464797124,-42.88221692122865,-0.4309559092729598
69,1,-44.79029086875604,-29.219598665115495,2.008969437770648
70,1,34.45563129341224,-45.810397855211406,-2.649295012635545
71,1,-0.6208263178636764,4.764882541130389,-0.4286973107935715
72,1,-47.725717057866035,-28.58613036418199,1.6319621227382854
73,1,36.38380001947586,-2.7699753724206855,2.2836369043151943
74,1,37.01221284201585,31.55819244654383,-1.7444233445533393
75,1,3.504314465965064,16.333237351656216,-1.0755050350211592
76,1,-22.396421232497012,37.44912886887639,2.6028944995468657
77,1,7.440128763825737,41.485844633941895,-0.7117647764440662
78,1,27.692914326730854,6.914188226552054,1.8390207871780238
79,1,-43.850118265361694,-12.737970668098207,-1.3129358040039654
80,1,37.74447564377203,-47.15858238558277,-1.2792742594734707
81,1,-25.64506036694634,-42.48460611527632,-2.7981718609552146
82,1,16.38287005531153,31.941294984179226,-1.069172203574611
83,1,46.46512467065944,37.89236326931115,1.749456546690094
84,1,36.394142923514494,14.607286357694315,2.412227661325234
85,1,31.93114128998551,-28.831133624774353,0.538372831168679
86,1,31.467054414073996,5.3581800733665,-2.3348813579673395
87,1,24.432625055518432,-25.00614561876402,-2.788632783783403
88,1,-8.331595231866961,-27.51098461081689,1.7745999917156026
89,1,16.40408205113495,-13.726702740861718,-0.31837451388623683
90,1,-45.2147599566066,-21.05845565845709,-0.21924728180533587
91,1,18.50822706153243,-27.560234811192895,1.166427114930786
