N,Time,xpos,ypos,orientation
1,1,4.545713051521883,-17.51617468070801,-0.31720017144983004
2,1,-1.5820088655116193,-34.81339462248254,-1.692130866113143
3,1,-41.843814569063774,36.28499901076654,-1.9542263445956563
4,1,40.109528369323634,21.0250641075899,0.3241756633404214
5,1,39.32836454542671,39.23813523787408,2.66061501522911
6,1,16.483198705586165,47.47357348023476,1.5637284394140132
7,1,35.58292579584326,49.38387381931481,2.1500257531976836
8,1,-37.27768280601546,30.267732234173398,1.7099280732673665
9,1,-22.39049414230224,-41.95737024187495,-0.5565418006392968
10,1,-38.00815855951131,42.410070882667675,2.4998343031814017
11,1,-20.304653879470735,-33.49612840466608,2.7252386670528037
12,1,-29.036408389071376,-10.936788627967598,-2.493147476906116
13,1,23.51751252821558,-17.89332665211164,1.6396688980539773
14,1,49.79161510989408,-3.9030886770297757,2.5225770858440737
15,1,-5.278613982441948,-11.939365932987966,1.2138943142509695
16,1,-7.712413684260303,12.608025087272157,-0.29848272104556567
17,1,-34.8253349829156,-1.992930697882489,-0.9640916060675065
18,1,-29.904742768977556,2.6293179868986605,2.4605925785186358
19,1,43.596851928739625,29.047460897801123,-2.466416960835559
20,1,13.370491499061954,4.914208835816181,2.551677063760512
21,1,30.296191911082914,-3.8341439110338715,-2.5088554679076207
22,1,-31.020174125111936,-25.41617267819628,-2.8843199248631475
23,1,20.191358014558535,-19.044711966661833,1.0973003095839844
24,1,-8.430996724059874,-37.38634837709737,0.7855640835823905
25,1,0.6371625920255419,-1.7854584980080412,1.325646361013408
26,1,-8.658982729206866,25.277627145638924,-2.264438332402263
27,1,47.92927390729568,14.142513033730541,1.5605369051672953
28,1,7.910239284692755,11.284922372173723,-0.288498135740224
29,1,8.93260689210462,31.75697990839917,-0.7405414375674781
30,1,6.238268593367701,-38.228136481810374,-1.0855789507775906
31,1,-28.180485100453016,24.861771358871515,2.542696663112052
32,1,45.445050245991666,35.76820225235784,1.2552893813346055
33,1,27.86756766728128,19.093962793035967,-1.1334586725835702
34,1,-36.054350022217506,35.65993570607581,2.227712829192245
35,1,-32.024499515706886,26.770100569991094,-2.874605027681272
36,1,11.616540982208523,20.592956574183674,0.6574673739842924
37,1,-42.61189749673095,-6.240864745861874,-1.0373397312929478
38,1,14.670143139320805,22.70197059049278,-2.6051847205777667
39,1,-0.8446037090185654,29.857639397923265,2.336400702030547
40,1,-34.43386657792402,-25.246797102591113,-2.563210309539379
41,1,-13.577759094135367,-10.720372028206127,-1.148227603530279
42,1,17.930722902019646,-37.289796799016415,-0.9525117157864159
43,1,43.78211051951183,-7.088755002352098,0.8041412112456212
44,1,-1.5063280273338677,-7.826527933044877,0.6808744018009287
45,1,8.661239036837065,-27.26595993792297,2.8438862122105384
46,1,-23.9068973071607,11.234292758054554,-1.0346851244681594
47,1,-34.480118202133404,-5.067217177714312,1.8948734763697777
48,1,41.407194206303245,1.4134911173988185,1.997274571063856
49,1,21.59312217297772,-25.742426543595965,-1.1710897949257737
50,1,-7.484186755376066,-46.30892950102192,-1.701069724679368
51,1,-48.110668240405715,4.835981813429424,-0.7780772934309089
52,1,-5.7238631932109545,43.42521283222162,-0.42114177916180967
53,1,13.312462529832281,-4.900701965600884,0.26244861166186484
54,1,35.355992359875785,4.396651637174442,1.1812783094253825
55,1,-0.003837854349997283,-31.52634112394541,1.6922644291901379
56,1,37.97987414327885,-4.592235735772999,1.8135418677334458
57,1,4.264605065239058,44.524273477802865,-2.856607758351514
